#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
LOC113247101	LOC113247101	Not DIU	0.41014	NO		293.75	189.02	208.66
LOC113247193	LOC113247193	Not DIU	0.89814	YES	2	101.06	92.34	92.85
LOC113247244	LOC113247244	Not DIU	0.23215	YES	2	48.74	42.25	81.55
LOC113247247	LOC113247247	Not DIU	0.28257	YES	3	17.1	18.61	21.59
LOC113247248	LOC113247248	Not DIU	0.62428	NO		64.26	65.23	69.76
LOC113247252	LOC113247252	Not DIU	0.74442	YES	3	26.08	28.04	34.56
LOC113247259	LOC113247259	Not DIU	0.59098	NO		76.88	60.16	67.98
LOC113247261	LOC113247261	Not DIU	0.68489	YES	2	29.63	14.49	38.27
LOC113247264	LOC113247264	Not DIU	0.36917	NO		78.04	79.22	83.5
LOC113247282	LOC113247282	Not DIU	0.76223	NO		46.1	41.18	50.29
LOC113247293	LOC113247293	Not DIU	0.97034	NO		35.3	33.27	23.6
LOC113247379	LOC113247379	Not DIU	0.27697	NO		419.39	469.51	486.05
LOC113247389	LOC113247389	DIU	2.3867E-7	NO		96.61	92.0	66.48
LOC113247438	LOC113247438	Not DIU	0.63369	NO		91.76	94.62	78.23
LOC113247442	LOC113247442	Not DIU	0.45508	YES	2,3	649.42	533.93	472.93
LOC113247645	LOC113247645	Not DIU	0.34434	NO		1644.64	1307.51	1480.86
LOC113247723	LOC113247723	Not DIU	0.31727	NO		165.48	128.16	133.56
LOC113247739	LOC113247739	Not DIU	0.93417	NO		219.85	175.86	195.18
LOC113247780	LOC113247780	Not DIU	0.98038	NO		211.04	112.39	64.42
LOC113247886	LOC113247886	Not DIU	0.70106	NO		166.44	202.14	158.08
LOC113247887	LOC113247887	DIU	5.9973E-10	NO		36.0	48.24	35.46
LOC113247890	LOC113247890	Not DIU	0.7456	NO		146.97	150.7	151.46
LOC113247893	LOC113247893	Not DIU	0.41158	NO		255.52	296.09	327.47
LOC113247899	LOC113247899	Not DIU	0.32911	NO		103.19	145.39	180.9
LOC113247918	LOC113247918	Not DIU	0.70353	NO		170.61	212.0	294.18
LOC113247922	LOC113247922	Not DIU	0.14493	NO		293.21	355.43	276.46
LOC113247926	LOC113247926	Not DIU	0.9946	NO		82.57	79.89	64.62
LOC113247983	LOC113247983	Not DIU	0.76485	NO		71.28	90.48	102.03
LOC113247986	LOC113247986	DIU	0.022794	YES	1	64.45	51.06	48.81
LOC113248011	LOC113248011	Not DIU	0.69633	NO		37.09	48.86	60.63
LOC113248019	LOC113248019	Not DIU	0.62511	YES	1,2	42.54	37.84	47.73
LOC113248020	LOC113248020	Not DIU	0.47119	NO		50.39	57.62	68.06
LOC113248040	LOC113248040	Not DIU	0.66012	YES	2	35.25	36.17	40.93
LOC113248080	LOC113248080	Not DIU	0.91215	NO		91.0	97.17	80.75
LOC113248100	LOC113248100	Not DIU	0.17847	NO		63.82	83.98	116.47
LOC113248155	LOC113248155	Not DIU	0.49065	NO		92.4	147.79	152.35
LOC113248158	LOC113248158	Not DIU	0.91607	NO		36.66	31.75	46.39
LOC113248165	LOC113248165	Not DIU	0.37254	NO		86.33	64.74	80.3
LOC113248233	LOC113248233	Not DIU	0.62842	NO		96.84	95.36	111.71
LOC113248236	LOC113248236	Not DIU	0.53692	NO		27.59	21.97	33.19
LOC113248302	LOC113248302	Not DIU	0.88687	YES	3	103.01	87.86	85.43
LOC113248307	LOC113248307	Not DIU	0.11741	YES	1,2,3	209.16	252.1	165.11
LOC113248323	LOC113248323	DIU	0.020336	NO		316.37	392.8	384.22
LOC113248326	LOC113248326	Not DIU	0.75989	NO		110.07	115.24	117.04
LOC113248328	LOC113248328	Not DIU	0.12667	YES	3	76.23	69.23	64.58
LOC113248372	LOC113248372	Not DIU	0.86313	YES	1	939.68	1019.84	1064.03
LOC113248376	LOC113248376	Not DIU	0.86652	YES	1,3	340.54	332.8	330.98
LOC113248379	LOC113248379	Not DIU	0.90085	NO		289.34	274.44	331.45
LOC113248381	LOC113248381	Not DIU	0.89462	YES	3	291.72	252.61	266.74
LOC113248392	LOC113248392	Not DIU	0.93063	YES	1,2	75.79	78.3	118.55
LOC113248403	LOC113248403	Not DIU	0.46076	YES	1,2	108.82	92.97	157.35
LOC113248430	LOC113248430	Not DIU	0.5142	NO		316.72	321.98	315.88
LOC113248431	LOC113248431	Not DIU	0.49581	NO		635.77	565.55	443.95
LOC113248432	LOC113248432	Not DIU	0.93671	NO		67.4	49.5	94.51
LOC113248433	LOC113248433	Not DIU	0.078902	NO		238.86	175.36	270.13
LOC113248437	LOC113248437	Not DIU	0.06692	NO		165.15	163.8	150.66
LOC113248440	LOC113248440	Not DIU	0.18016	NO		342.65	282.15	403.04
LOC113248443	LOC113248443	Not DIU	0.49877	NO		29.67	34.9	56.72
LOC113248444	LOC113248444	DIU	0.0057516	YES	2,3	79.65	64.65	47.88
LOC113248465	LOC113248465	Not DIU	0.75629	YES	1	165.63	127.62	163.6
LOC113248505	LOC113248505	Not DIU	0.91135	NO		656.16	648.6	627.11
LOC113248507	LOC113248507	Not DIU	0.42635	YES	1	156.45	177.11	163.23
LOC113248513	LOC113248513	Not DIU	0.42445	NO		66.16	62.67	46.88
LOC113248518	LOC113248518	Not DIU	0.96715	NO		852.63	742.66	848.04
LOC113248525	LOC113248525	DIU	4.9163E-4	NO		32.51	44.83	112.79
LOC113248527	LOC113248527	Not DIU	0.9861	NO		60.6	67.08	52.95
LOC113248539	LOC113248539	Not DIU	0.67582	NO		182.66	209.48	227.22
LOC113248579	LOC113248579	Not DIU	0.33918	NO		142.67	142.45	111.53
LOC113248580	LOC113248580	Not DIU	0.89064	NO		49.32	50.93	26.97
LOC113248582	LOC113248582	Not DIU	0.73317	NO		345.48	251.95	341.26
LOC113248584	LOC113248584	Not DIU	0.91759	NO		79.1	99.51	63.92
LOC113248606	LOC113248606	Not DIU	0.74798	NO		107.87	114.78	102.66
LOC113248611	LOC113248611	Not DIU	0.62842	NO		111.72	116.97	108.0
LOC113248612	LOC113248612	Not DIU	0.051792	NO		181.52	338.29	174.08
LOC113248626	LOC113248626	Not DIU	0.66541	NO		48.33	48.15	81.21
LOC113248631	LOC113248631	Not DIU	0.57339	YES	2	842.2	826.09	1161.0
LOC113248645	LOC113248645	Not DIU	0.11553	NO		112.75	71.36	133.32
LOC113248648	LOC113248648	Not DIU	0.48292	NO		33.08	30.51	34.35
LOC113248653	LOC113248653	Not DIU	0.18035	NO		159.53	99.75	175.52
LOC113248656	LOC113248656	Not DIU	0.16091	NO		286.04	257.37	209.48
LOC113248686	LOC113248686	Not DIU	0.053186	NO		953.25	864.88	800.55
LOC113248689	LOC113248689	Not DIU	0.47578	YES	3	147.31	154.8	154.68
LOC113248694	LOC113248694	Not DIU	0.93417	NO		486.3	443.69	365.28
LOC113248754	LOC113248754	Not DIU	0.84767	YES	1	14302.94	4077.27	32180.51
LOC113248767	LOC113248767	Not DIU	0.9694	NO		22.23	17.26	45.1
LOC113248807	LOC113248807	DIU	0.0074188	NO		96.81	95.99	85.54
LOC113248854	LOC113248854	Not DIU	0.095617	NO		196.41	183.37	185.89
LOC113248861	LOC113248861	Not DIU	0.63447	NO		94.36	85.46	92.81
LOC113248896	LOC113248896	Not DIU	0.62842	YES	1,2	83.34	40.03	30.43
LOC113248899	LOC113248899	Not DIU	0.49065	NO		36.87	29.71	21.65
LOC113249004	LOC113249004	Not DIU	0.99202	NO		104.66	133.08	149.42
LOC113249006	LOC113249006	Not DIU	0.623	YES	1	98.52	104.36	135.77
LOC113249008	LOC113249008	Not DIU	0.97956	NO		185.8	221.66	195.26
LOC113249041	LOC113249041	Not DIU	0.81076	NO		148.42	151.6	141.67
LOC113249103	LOC113249103	Not DIU	0.60048	NO		318.55	280.84	285.21
LOC113249104	LOC113249104	Not DIU	0.92815	NO		1558.85	1424.57	1404.08
LOC113249139	LOC113249139	Not DIU	0.89409	NO		393.2	356.33	331.41
LOC113249190	LOC113249190	Not DIU	0.13446	NO		609.76	605.3	433.14
LOC113249219	LOC113249219	Not DIU	0.86741	YES	1,3	117.12	103.87	150.31
LOC113249257	LOC113249257	Not DIU	0.32904	YES	3	122.17	141.4	112.31
LOC113249270	LOC113249270	Not DIU	0.91617	NO		222.95	216.26	344.55
LOC113249271	LOC113249271	Not DIU	0.98412	NO		51.16	56.12	56.29
LOC113249364	LOC113249364	Not DIU	0.91301	NO		366.51	386.71	625.49
LOC113249370	LOC113249370	Not DIU	0.65394	NO		47.19	54.26	43.98
LOC113249419	LOC113249419	DIU	0.021853	NO		367.23	278.63	266.05
LOC113249425	LOC113249425	Not DIU	0.60501	NO		53.64	44.22	50.75
LOC113249426	LOC113249426	Not DIU	0.3421	NO		60.75	59.87	56.87
LOC113249536	LOC113249536	Not DIU	0.82892	NO		52.26	50.48	50.66
LOC113249569	LOC113249569	Not DIU	0.71023	NO		432.7	359.6	359.92
LOC113249681	LOC113249681	Not DIU	0.43266	YES	3	46.33	28.79	22.04
LOC113249721	LOC113249721	Not DIU	0.082843	NO		195.37	142.28	203.69
LOC113249722	LOC113249722	Not DIU	0.59392	NO		258.78	190.04	290.44
LOC113249727	LOC113249727	Not DIU	0.83427	NO		1636.84	1637.51	1241.65
LOC113249736	LOC113249736	Not DIU	0.79233	NO		247.89	191.67	211.44
LOC113249740	LOC113249740	Not DIU	0.66012	NO		300.52	237.42	236.89
LOC113249762	LOC113249762	Not DIU	0.74976	NO		43.38	44.05	59.07
LOC113249819	LOC113249819	Not DIU	0.55822	NO		249.34	258.6	278.07
LOC113249828	LOC113249828	Not DIU	0.3182	YES	2	122.69	105.81	93.91
LOC113249837	LOC113249837	Not DIU	0.28681	NO		25.41	27.71	33.45
LOC113249838	LOC113249838	Not DIU	0.28681	NO		25.41	27.71	33.45
LOC113249942	LOC113249942	Not DIU	0.99788	NO		199.65	142.47	300.78
LOC113249945	LOC113249945	Not DIU	0.89739	NO		37.59	38.15	132.48
LOC113250006	LOC113250006	Not DIU	0.94413	NO		50.99	49.96	38.67
LOC113250031	LOC113250031	Not DIU	0.26761	YES	1,3	65.29	48.98	34.51
LOC113250189	LOC113250189	Not DIU	0.96663	YES	2	37.24	47.65	39.89
LOC113250325_LOC113247950	LOC113250325_LOC113247950	DIU	1.5166E-14	NO		2008.44	2741.59	464.58
LOC113250365	LOC113250365	Not DIU	0.32019	YES	2,3	418.74	407.06	418.49
LOC113250367	LOC113250367	Not DIU	0.98464	YES	1	197.69	266.48	268.61
LOC113250406_LOC113250400	LOC113250406_LOC113250400	Not DIU	0.91803	NO		76.01	71.12	103.12
LOC113250431	LOC113250431	Not DIU	0.81179	NO		255.53	236.39	361.61
LOC113250450	LOC113250450	Not DIU	0.096612	YES	2,3	83.52	75.47	67.55
LOC113250459	LOC113250459	DIU	0.029793	NO		53.26	46.21	53.51
LOC113250469	LOC113250469	DIU	6.5951E-4	NO		248.26	222.62	213.77
LOC113250508	LOC113250508	Not DIU	0.32878	NO		118.34	96.67	189.14
LOC113250565	LOC113250565	Not DIU	0.47254	YES	1	266.27	325.02	619.6
LOC113250606	LOC113250606	DIU	2.0088E-4	NO		23363.01	24905.03	18842.94
LOC113250773	LOC113250773	Not DIU	0.093948	NO		403.32	409.93	141.16
LOC113250780	LOC113250780	Not DIU	0.81179	YES	1	217.7	231.96	170.42
LOC113250830	LOC113250830	Not DIU	0.69352	NO		23.49	27.27	37.93
LOC113250851	LOC113250851	Not DIU	0.15946	NO		2786.29	3330.08	2452.15
LOC113251028	LOC113251028	Not DIU	0.7648	NO		279.85	327.87	912.57
LOC113251202	LOC113251202	Not DIU	0.60454	NO		181.85	167.96	216.33
LOC113251208	LOC113251208	Not DIU	0.89339	YES	3	153.82	166.92	146.26
LOC113251245	LOC113251245	Not DIU	0.13621	NO		276.34	293.64	479.53
LOC113251245_LOC113251277	LOC113251245_LOC113251277	Not DIU	0.95183	NO		78.07	110.97	159.89
LOC113251277	LOC113251277	DIU	0.044548	NO		58.47	60.13	113.75
LOC113251308	LOC113251308	Not DIU	0.44832	NO		369.8	349.16	355.29
LOC113251315	LOC113251315	Not DIU	0.53556	YES	3	361.6	366.78	441.85
LOC113251329	LOC113251329	Not DIU	0.54123	NO		78.69	68.29	65.47
LOC113251513	LOC113251513	DIU	0.024481	YES	2	20.44	23.13	26.22
LOC113251518	LOC113251518	Not DIU	0.32394	NO		271.27	308.37	296.41
LOC113251647	LOC113251647	Not DIU	0.4741	NO		145.4	134.83	147.41
LOC113251689	LOC113251689	Not DIU	0.59382	YES	2	0.0	0.23	53.71
LOC113251731	LOC113251731	Not DIU	0.88621	NO		35.61	30.34	67.89
LOC113251748	LOC113251748	Not DIU	0.2034	NO		8292.97	10226.84	4253.9
LOC113251817	LOC113251817	Not DIU	0.45441	NO		93.7	88.57	98.28
LOC113252104	LOC113252104	Not DIU	0.22782	NO		27837.43	32404.95	67917.38
LOC113252105	LOC113252105	Not DIU	0.1501	NO		7660.18	7336.91	2048.77
LOC113252107	LOC113252107	Not DIU	0.86743	NO		205.54	214.35	261.03
LOC113252113	LOC113252113	DIU	0.0037319	NO		1272.09	1175.0	1205.26
LOC113252152	LOC113252152	Not DIU	0.76912	NO		187.77	139.76	190.52
LOC113252167	LOC113252167	Not DIU	0.59796	NO		53.71	52.65	79.1
LOC113252231	LOC113252231	Not DIU	0.63448	YES	3	126.39	73.5	22.89
LOC113252232	LOC113252232	Not DIU	0.85347	YES	2	67.57	40.32	17.66
LOC113252411	LOC113252411	Not DIU	0.93944	YES	3	44.8	53.68	57.32
LOC113252430	LOC113252430	Not DIU	0.27616	NO		909.9	839.76	769.98
LOC113252436	LOC113252436	Not DIU	0.73288	NO		497.21	426.03	391.87
LOC113252498	LOC113252498	Not DIU	0.43487	YES	1	82.11	64.23	72.66
LOC113252531	LOC113252531	Not DIU	0.10452	NO		391.78	281.07	410.57
LOC113252697	LOC113252697	DIU	0.035295	YES	1	27.54	31.57	22.82
LOC113252731	LOC113252731	Not DIU	0.68893	NO		170.24	157.14	249.99
LOC113252823_EMC2	LOC113252823_EMC2	Not DIU	0.13241	YES	3	86.48	70.06	111.78
LOC113252867	LOC113252867	Not DIU	0.90679	NO		41.69	37.81	68.66
LOC113252869	LOC113252869	Not DIU	0.39068	YES	2	553.78	612.49	711.03
LOC113252908_LOC113252909	LOC113252908_LOC113252909	Not DIU	0.054841	NO		521.28	610.15	557.03
LOC113252954	LOC113252954	Not DIU	0.626	NO		24.3	22.0	35.57
LOC113252965	LOC113252965	Not DIU	0.8487	NO		42.79	35.11	47.05
LOC113252977_RMDN1	LOC113252977_RMDN1	Not DIU	0.29912	YES	1	215.71	224.69	257.23
LOC113252982	LOC113252982	Not DIU	0.95669	NO		65.69	77.85	77.0
LOC113253016	LOC113253016	Not DIU	0.32115	NO		135.72	120.37	102.89
LOC113253023	LOC113253023	Not DIU	0.98412	NO		166.98	123.78	166.13
LOC113253240	LOC113253240	Not DIU	0.15403	NO		42.35	38.75	57.15
LOC113253245	LOC113253245	Not DIU	0.51566	YES	2	57.25	43.49	77.26
LOC113253247	LOC113253247	Not DIU	0.86125	NO		75.82	78.57	99.39
LOC113253249	LOC113253249	Not DIU	0.30923	NO		1503.24	1761.44	1969.93
LOC113253334	LOC113253334	Not DIU	0.14625	YES	2	523.14	525.96	440.1
LOC113253335	LOC113253335	DIU	7.1202E-4	YES	3	571.8	622.26	557.24
LOC113253337	LOC113253337	Not DIU	0.88164	NO		290.11	261.56	198.77
LOC113253390	LOC113253390	Not DIU	0.31685	YES	2	52.95	40.4	22.93
LOC113253397	LOC113253397	Not DIU	0.09632	NO		135.08	108.18	107.79
LOC113253450	LOC113253450	Not DIU	0.19394	YES	1	83.92	60.06	64.32
LOC113253476	LOC113253476	Not DIU	0.81258	NO		77.26	112.39	83.0
LOC113253526	LOC113253526	DIU	3.118E-6	NO		7397.86	8762.98	10557.53
LOC113253545	LOC113253545	Not DIU	0.70373	NO		53.06	45.84	46.81
LOC113253553	LOC113253553	Not DIU	0.17171	NO		507.97	447.1	721.71
LOC113253631	LOC113253631	Not DIU	0.78186	NO		248.83	228.36	289.94
LOC113253740	LOC113253740	Not DIU	0.7853	NO		86.34	92.43	132.51
LOC113253742	LOC113253742	Not DIU	0.62469	NO		46.44	57.05	98.66
LOC113253769	LOC113253769	DIU	0.00185	NO		114.53	114.28	162.73
LOC113253800	LOC113253800	Not DIU	0.064967	NO		190.18	192.0	324.29
LOC113253875	LOC113253875	DIU	0.0023672	NO		139.22	119.69	100.1
LOC113253876	LOC113253876	Not DIU	0.42127	NO		154.62	159.69	261.15
LOC113254095	LOC113254095	Not DIU	0.086072	YES	1	48.31	46.2	57.58
LOC113254109	LOC113254109	Not DIU	0.78241	YES	1	73.73	63.88	209.82
LOC113254124	LOC113254124	Not DIU	0.18317	YES	2	17.9	22.73	21.16
LOC113254153	LOC113254153	Not DIU	0.89167	NO		80.64	52.14	39.97
LOC113254331	LOC113254331	Not DIU	0.67094	NO		147.29	144.23	167.05
LOC113254331_RNPC3	LOC113254331_RNPC3	Not DIU	0.36542	NO		261.18	285.34	230.7
LOC113254372	LOC113254372	Not DIU	0.58379	YES	1,2	22.28	30.67	38.96
LOC113254378	LOC113254378	Not DIU	0.61614	YES	1	665.53	762.24	654.18
LOC113254393	LOC113254393	Not DIU	0.8953	NO		55.6	50.67	74.8
LOC113254393_DNTTIP2	LOC113254393_DNTTIP2	Not DIU	0.89069	NO		96.65	109.69	157.97
LOC113254434	LOC113254434	Not DIU	0.85395	YES	2	171.8	195.48	168.74
LOC113254436	LOC113254436	Not DIU	0.80592	NO		35.51	41.15	35.46
LOC113254468	LOC113254468	Not DIU	0.99384	YES	2	70.87	79.74	151.67
LOC113254484	LOC113254484	Not DIU	0.10111	NO		3981.63	3907.11	2436.42
LOC113254487	LOC113254487	Not DIU	0.7505	NO		61.75	64.29	101.65
LOC113254515	LOC113254515	Not DIU	0.46076	YES	2	359.5	311.84	201.29
LOC113254533	LOC113254533	Not DIU	0.16538	YES	1,3	31.85	30.88	22.44
LOC113254576	LOC113254576	Not DIU	0.33772	NO		242.97	278.71	347.06
LOC113254606	LOC113254606	Not DIU	0.63218	NO		219.66	208.47	224.58
LOC113254720	LOC113254720	Not DIU	0.45437	NO		498.69	346.65	361.37
LOC113254766	LOC113254766	Not DIU	0.75026	NO		44.36	27.05	21.46
LOC113254994	LOC113254994	Not DIU	0.5142	NO		366.09	480.0	688.27
LOC113255046	LOC113255046	Not DIU	0.28394	YES	2,3	246.73	204.03	139.6
LOC113255096	LOC113255096	Not DIU	0.90064	NO		77.8	81.11	70.31
LOC113255116	LOC113255116	Not DIU	0.88086	NO		57.66	41.24	16.53
LOC113255122	LOC113255122	DIU	1.0407E-4	NO		1955.04	1913.81	2296.66
LOC113255125	LOC113255125	Not DIU	0.99752	NO		64.36	138.86	169.05
LOC113255131	LOC113255131	Not DIU	0.49581	NO		1244.96	1419.01	1039.47
LOC113255141_ATP6AP1L	LOC113255141_ATP6AP1L	DIU	9.2007E-6	YES	1	447.68	423.08	394.76
LOC113255153	LOC113255153	Not DIU	0.90619	NO		269.71	237.07	52.45
LOC113255246	LOC113255246	Not DIU	0.73174	NO		66.45	74.9	87.35
LOC113255248	LOC113255248	Not DIU	0.48363	NO		47.31	51.27	64.92
LOC113255306	LOC113255306	Not DIU	0.12975	YES	1,2	63.56	59.51	69.26
LOC113255314	LOC113255314	Not DIU	0.30251	YES	1	134.27	233.17	203.3
LOC113255514	LOC113255514	DIU	2.0695E-4	NO		1466.72	1547.32	1213.62
LOC113255520	LOC113255520	Not DIU	0.36911	NO		46.89	61.6	71.59
LOC113255603	LOC113255603	Not DIU	0.79341	NO		305.42	321.37	286.69
LOC113255713	LOC113255713	Not DIU	0.7766	NO		41.66	43.75	46.02
LOC113255988	LOC113255988	Not DIU	0.97464	NO		47.26	36.42	41.46
LOC113256037	LOC113256037	Not DIU	0.75103	YES	2	79.21	60.39	58.17
LOC113256076	LOC113256076	Not DIU	0.98038	NO		61.66	37.42	39.38
LOC113256095_ARL1	LOC113256095_ARL1	Not DIU	0.63124	NO		48.69	63.85	48.7
LOC113256145_VEZT	LOC113256145_VEZT	Not DIU	0.98694	NO		78.53	96.01	71.9
LOC113256169	LOC113256169	Not DIU	0.2614	NO		82.66	90.03	142.1
LOC113256189	LOC113256189	Not DIU	0.97464	NO		114.57	103.14	109.99
LOC113256334_XPOT	LOC113256334_XPOT	Not DIU	0.84867	NO		327.51	417.94	459.0
LOC113256403	LOC113256403	Not DIU	0.67306	NO		43.17	35.31	60.49
LOC113256496	LOC113256496	DIU	0.034149	YES	3	103.76	133.99	86.14
LOC113256574	LOC113256574	Not DIU	0.91196	NO		440.95	412.18	448.04
LOC113256785	LOC113256785	Not DIU	0.2285	YES	1,3	27.9	29.84	22.89
LOC113256813	LOC113256813	Not DIU	0.97754	NO		81.45	90.51	73.04
LOC113256842	LOC113256842	Not DIU	0.055615	NO		1028.18	960.86	698.56
LOC113256935	LOC113256935	Not DIU	0.91252	NO		338.41	301.46	263.94
LOC113257049	LOC113257049	Not DIU	0.97988	NO		33.62	46.44	33.05
LOC113257115	LOC113257115	Not DIU	0.89279	NO		38.17	37.03	123.58
LOC113257289	LOC113257289	Not DIU	0.21129	YES	1	73.56	101.94	128.44
LOC113257633	LOC113257633	Not DIU	0.99819	NO		118.09	134.08	112.39
LOC113257657	LOC113257657	Not DIU	0.90177	NO		298.22	305.32	559.79
LOC113257675	LOC113257675	Not DIU	0.9543	NO		53817.08	62334.1	78648.44
LOC113257689	LOC113257689	DIU	2.0589E-4	YES	1	59.79	47.24	62.67
LOC113257700	LOC113257700	Not DIU	0.88683	YES	2	26.73	31.38	8.8
LOC113257758	LOC113257758	Not DIU	0.79627	NO		78.99	84.31	55.63
LOC113257773	LOC113257773	Not DIU	0.91415	NO		159.85	145.94	141.57
LOC113257777_MED21	LOC113257777_MED21	Not DIU	0.64942	NO		123.39	126.49	101.15
LOC113257800	LOC113257800	Not DIU	0.8007	NO		53.08	51.9	70.24
LOC113257916	LOC113257916	Not DIU	0.98412	NO		1804.39	1610.15	4075.55
LOC113258015	LOC113258015	Not DIU	0.055705	NO		191.66	225.22	198.48
LOC113258058	LOC113258058	Not DIU	0.73846	NO		301.53	290.36	249.29
LOC113258085	LOC113258085	DIU	7.3789E-4	NO		20906.81	24158.33	26079.68
LOC113258529	LOC113258529	DIU	0.0026737	NO		568.72	628.48	537.43
LOC113258537	LOC113258537	Not DIU	0.43483	NO		251.41	253.74	268.4
LOC113258542	LOC113258542	DIU	0.012378	NO		781.55	737.66	903.98
LOC113258594	LOC113258594	Not DIU	0.89167	NO		63.5	68.27	108.77
LOC113258735	LOC113258735	Not DIU	0.34594	YES	3	267.44	268.92	142.11
LOC113258763	LOC113258763	Not DIU	0.38904	NO		73.86	58.51	92.73
LOC113258951	LOC113258951	DIU	0.00323	YES	2	123.3	132.29	100.62
LOC113258953	LOC113258953	Not DIU	0.81093	NO		245.26	267.95	309.83
LOC113259208	LOC113259208	Not DIU	0.34093	YES	1	38.92	24.13	22.8
LOC113259238	LOC113259238	Not DIU	0.71184	NO		169.97	156.47	121.9
LOC113259239	LOC113259239	DIU	0.045913	NO		63.82	56.77	28.06
LOC113259254	LOC113259254	DIU	0.039121	NO		62.7	55.1	45.75
LOC113259441	LOC113259441	Not DIU	0.96874	NO		130.94	93.93	82.6
LOC113259502	LOC113259502	Not DIU	0.81548	YES	1	2.7	4.83	57.17
LOC113259624	LOC113259624	Not DIU	0.57096	NO		1861.29	1619.13	1363.97
LOC113259644	LOC113259644	DIU	2.7272E-6	NO		11.9	10.2	35.44
LOC113259704	LOC113259704	Not DIU	0.75111	YES	1	27.92	32.7	46.94
LOC113259832_TAF1D	LOC113259832_TAF1D	Not DIU	0.13241	NO		245.4	280.34	258.98
LOC113259883	LOC113259883	Not DIU	0.59382	NO		79.64	80.59	87.31
LOC113260058	LOC113260058	Not DIU	0.9804	NO		67.99	59.78	79.75
LOC113260083	LOC113260083	Not DIU	0.78776	YES	1	158.39	121.91	37.73
LOC113260099	LOC113260099	Not DIU	0.20922	YES	3	459.18	458.97	445.21
LOC113260119	LOC113260119	Not DIU	0.17049	NO		63.73	65.49	53.09
LOC113260124	LOC113260124	Not DIU	0.69563	NO		36.06	39.03	29.79
LOC113260144	LOC113260144	Not DIU	0.70573	NO		316.64	280.27	390.15
LOC113260329	LOC113260329	Not DIU	0.92397	NO		926.68	1181.96	1238.67
LOC113260369	LOC113260369	DIU	0.0015847	NO		432.89	447.96	298.52
LOC113260385	LOC113260385	DIU	7.3287E-11	YES	3	2333.93	2529.5	1477.51
LOC113260564	LOC113260564	Not DIU	0.2491	NO		47.18	44.43	42.12
LOC113260569	LOC113260569	Not DIU	0.96938	YES	3	120.52	114.15	173.26
LOC113260570	LOC113260570	Not DIU	0.91617	NO		68.7	83.45	123.31
LOC113260579	LOC113260579	Not DIU	0.96598	NO		47.91	41.15	68.47
LOC113260620	LOC113260620	DIU	0.016445	NO		194.25	185.74	171.68
LOC113260622	LOC113260622	Not DIU	0.098009	NO		54.76	44.93	58.14
LOC113260739	LOC113260739	DIU	0.0016624	NO		114.89	110.43	88.73
LOC113260870	LOC113260870	Not DIU	0.65153	NO		618.94	615.94	464.81
LOC113260883	LOC113260883	Not DIU	0.98092	YES	1	659.91	462.27	296.57
LOC113260889	LOC113260889	Not DIU	0.11165	YES	1,3	159.58	114.76	7.04
LOC113260891	LOC113260891	DIU	6.0249E-6	YES	3	1172.39	884.32	49.88
LOC113260951	LOC113260951	Not DIU	0.99833	NO		830.07	1009.4	894.6
LOC113261047	LOC113261047	Not DIU	0.22177	YES	3	306.31	397.73	371.91
LOC113261072	LOC113261072	Not DIU	0.94471	NO		49.79	48.85	71.42
LOC113261110_TMEM30A	LOC113261110_TMEM30A	Not DIU	0.61419	NO		483.74	530.93	399.19
LOC113261185	LOC113261185	Not DIU	0.7327	YES	3	2081.87	2197.76	265.51
LOC113261190	LOC113261190	Not DIU	0.77778	NO		87.06	86.75	133.62
LOC113261213	LOC113261213	Not DIU	0.099704	NO		34.93	19.88	5.77
LOC113261234	LOC113261234	Not DIU	0.081091	NO		874.7	854.51	402.05
LOC113261289	LOC113261289	Not DIU	0.8829	YES	2	32.38	28.41	27.44
LOC113261335	LOC113261335	Not DIU	0.62462	NO		45.47	57.29	43.3
LOC113261514	LOC113261514	Not DIU	0.97394	NO		44.44	29.47	28.85
LOC113261534	LOC113261534	Not DIU	0.91301	NO		68.46	61.4	59.14
LOC113261535	LOC113261535	Not DIU	0.85127	YES	2	137.68	134.13	141.11
LOC113261538	LOC113261538	Not DIU	0.25051	NO		77.39	57.31	64.28
LOC113261567	LOC113261567	Not DIU	0.20764	NO		221.4	282.44	233.31
LOC113261568	LOC113261568	Not DIU	0.053346	YES	3	50.55	36.65	39.39
LOC113261570	LOC113261570	Not DIU	0.30823	YES	1	26.99	27.77	19.13
LOC113261605	LOC113261605	Not DIU	0.88086	NO		572.32	634.58	616.17
LOC113261630	LOC113261630	Not DIU	0.3206	NO		275.97	238.8	230.21
LOC113261653	LOC113261653	Not DIU	0.9493	YES	2	43.91	33.85	34.7
LOC113261657	LOC113261657	Not DIU	0.66872	NO		393.59	375.68	363.48
LOC113261659	LOC113261659	Not DIU	0.81589	NO		59.87	57.71	99.33
LOC113261698	LOC113261698	Not DIU	0.48093	YES	3	333.19	362.4	264.04
LOC113261703	LOC113261703	Not DIU	0.24079	NO		53.49	33.54	20.8
LOC113261710	LOC113261710	DIU	0.010744	YES	3	34.06	62.07	64.28
LOC113261711	LOC113261711	Not DIU	0.96268	NO		51.84	23.38	32.23
