#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
LOC113256454	LOC113256454	Not DIU	0.071305	YES	1,2	59.1	65.62	52.2
LOC113256813	LOC113256813	Not DIU	0.27223	YES	1	43.21	44.1	64.72
LOC113256842	LOC113256842	Not DIU	0.21716	NO		6863.29	7958.99	5011.19
LOC113256935	LOC113256935	Not DIU	0.94406	NO		291.75	348.26	228.32
LOC113257115	LOC113257115	Not DIU	0.76842	YES	2	53.76	62.14	113.9
LOC113257289	LOC113257289	Not DIU	0.4886	YES	1	71.68	80.49	73.24
LOC113257633	LOC113257633	Not DIU	0.20843	NO		507.59	576.75	476.85
LOC113257657	LOC113257657	Not DIU	0.88894	NO		905.03	791.25	1689.81
LOC113257777_MED21	LOC113257777_MED21	Not DIU	0.61944	NO		134.16	127.76	98.77
LOC113257828	LOC113257828	Not DIU	0.17524	NO		201.87	187.04	197.6
LOC113257856	LOC113257856	DIU	2.7205E-5	YES	3	63.28	44.12	38.19
LOC113257933_NECAP1	LOC113257933_NECAP1	Not DIU	0.18171	YES	1,3	17.33	23.99	40.36
LOC113258058	LOC113258058	Not DIU	0.18453	NO		191.82	234.79	238.73
LOC113258542	LOC113258542	Not DIU	0.36585	YES	1	322.03	279.22	327.04
LOC113258763	LOC113258763	Not DIU	0.96353	NO		28.11	30.31	41.91
LOC113258944	LOC113258944	Not DIU	0.66727	NO		109.99	105.59	86.39
LOC113258953	LOC113258953	Not DIU	0.29694	NO		119.58	123.71	103.62
LOC113259016	LOC113259016	Not DIU	0.99903	NO		109.75	110.31	95.59
LOC113259203	LOC113259203	Not DIU	0.26464	NO		1751.46	1642.13	1784.72
LOC113259832_TAF1D	LOC113259832_TAF1D	DIU	0.026781	YES	2	57.96	46.92	50.67
LOC113260099	LOC113260099	Not DIU	0.27395	NO		197.96	211.44	271.56
LOC113260130	LOC113260130	DIU	0.012885	YES	1	38.77	52.14	45.54
LOC113260329	LOC113260329	Not DIU	0.76842	NO		280.77	141.98	95.37
LOC113260369	LOC113260369	DIU	0.0053853	YES	3	105.56	111.21	82.35
LOC113260579	LOC113260579	Not DIU	0.83406	NO		118.11	104.99	134.86
LOC113260612	LOC113260612	Not DIU	0.90023	NO		67.17	77.63	23.39
LOC113261047	LOC113261047	Not DIU	0.36022	NO		141.23	107.23	190.7
LOC113261110_TMEM30A	LOC113261110_TMEM30A	Not DIU	0.88327	NO		318.22	350.36	350.18
LOC113261185	LOC113261185	Not DIU	0.95057	NO		119.65	271.46	158.81
LOC113261335	LOC113261335	Not DIU	0.2054	NO		514.49	505.98	753.33
LOC113261534	LOC113261534	Not DIU	0.81369	YES	3	76.57	60.24	56.95
LOC113261535	LOC113261535	Not DIU	0.95044	NO		1037.97	1203.14	1364.36
LOC113261538	LOC113261538	Not DIU	0.79037	YES	1,2	138.9	116.36	338.39
LOC113261539	LOC113261539	Not DIU	0.951	NO		311.18	813.89	635.97
LOC113261568	LOC113261568	Not DIU	0.99441	NO		550.91	556.12	369.01
LOC113261605	LOC113261605	Not DIU	0.067551	NO		91.0	83.03	93.23
LOC113261698	LOC113261698	Not DIU	0.99312	NO		3186.73	3629.96	1892.69
LOC113261710	LOC113261710	Not DIU	0.49308	NO		40.37	35.81	38.46
LOC113261724	LOC113261724	Not DIU	0.88912	NO		3841.61	4443.05	2889.96
LOC113261754	LOC113261754	Not DIU	0.89712	NO		423.95	405.96	411.1
LOC113261800	LOC113261800	Not DIU	0.29423	YES	3	60.54	65.67	123.23
LOC113261824	LOC113261824	Not DIU	0.21716	NO		536.02	549.11	576.09
LOC113261837	LOC113261837	Not DIU	0.95558	YES	1	222.42	226.96	190.84
LOC113262216	LOC113262216	Not DIU	0.22466	YES	3	150.34	136.92	106.77
LOC113262222	LOC113262222	Not DIU	0.25323	YES	1	91.62	87.97	83.43
LOC113262286	LOC113262286	DIU	0.0054031	YES	1,2	32.45	12.86	18.39
LOC113262489	LOC113262489	Not DIU	0.39377	NO		60.19	68.91	78.07
LOC113262635	LOC113262635	Not DIU	0.41291	YES	2	215.0	159.81	198.97
LOC113262695	LOC113262695	Not DIU	0.99083	NO		472.9	517.48	455.7
LOC113262811	LOC113262811	Not DIU	0.087185	NO		49.18	33.89	111.42
LOC113263090	LOC113263090	Not DIU	0.89626	NO		973.47	933.68	985.94
LOC113263118	LOC113263118	Not DIU	0.99903	NO		147.2	119.84	15.52
LOC113263286	LOC113263286	Not DIU	0.40293	NO		104.76	110.04	84.37
LOC113263447	LOC113263447	Not DIU	0.54418	NO		68.62	99.58	77.8
LOC113263597	LOC113263597	Not DIU	0.79695	NO		115.03	114.24	185.03
LOC113263699	LOC113263699	Not DIU	0.21764	NO		220.16	205.96	193.78
LOC113263700	LOC113263700	DIU	1.5568E-8	YES	3	196.93	192.33	177.84
LOC113263770	LOC113263770	Not DIU	0.37767	NO		53.73	66.0	111.32
LOC113263937	LOC113263937	Not DIU	0.14012	NO		20.63	16.22	54.38
LOC113264253	LOC113264253	Not DIU	0.65472	NO		90.76	91.17	77.72
LOC113264282	LOC113264282	DIU	2.2767E-6	YES	3	93.59	80.41	95.77
LOC113264370	LOC113264370	Not DIU	0.059177	YES	1	90.93	77.06	85.86
LOC113264465	LOC113264465	Not DIU	0.66537	NO		246.33	284.06	187.95
LOC113264927	LOC113264927	Not DIU	0.47435	NO		511.11	552.27	500.25
LOC113265233	LOC113265233	Not DIU	0.57405	YES	2,3	169.97	138.79	179.71
LOC113265291	LOC113265291	Not DIU	0.10371	NO		575.89	606.6	472.71
LOC113265295	LOC113265295	Not DIU	0.54806	YES	2	44.89	27.03	58.12
LOC113265643	LOC113265643	Not DIU	0.32847	YES	2	41.38	41.06	46.55
LOC113265650	LOC113265650	Not DIU	0.77474	NO		273.39	289.15	234.17
LOC113265899	LOC113265899	Not DIU	0.8965	NO		99.96	61.92	47.74
LOC113265994	LOC113265994	Not DIU	0.70618	NO		61.65	55.31	67.54
LOC113266115_EGLN3	LOC113266115_EGLN3	Not DIU	0.53592	NO		223.0	273.33	220.64
LOC113266367	LOC113266367	Not DIU	0.99903	NO		463.82	434.89	386.47
LOC113266825	LOC113266825	Not DIU	0.13102	YES	2	435.73	440.06	470.85
LOC113267043	LOC113267043	Not DIU	0.54921	NO		104.97	90.21	130.67
LOC113267224	LOC113267224	Not DIU	0.86968	YES	3	30.27	25.68	41.41
LOC113267246	LOC113267246	Not DIU	0.26847	YES	3	18.92	33.29	48.53
LOC113267549	LOC113267549	Not DIU	0.9951	NO		6894.8	7769.27	4775.11
LOC113267793	LOC113267793	Not DIU	0.87898	NO		1798.1	1859.16	1610.26
LOC113267808	LOC113267808	DIU	0.0049887	NO		167.91	233.84	121.4
LOC113267890	LOC113267890	Not DIU	0.62449	NO		488.32	465.23	569.92
LOC113268043	LOC113268043	Not DIU	0.78318	NO		36.44	33.57	29.08
LOC113268656	LOC113268656	Not DIU	0.3608	YES	3	58.66	57.88	48.29
LOC113268718	LOC113268718	Not DIU	0.32087	NO		465.56	480.18	301.41
LOC113269283	LOC113269283	Not DIU	0.87875	YES	3	43.9	40.56	44.95
LOC113269632	LOC113269632	Not DIU	0.29647	NO		107.32	109.26	90.92
LOC113269823	LOC113269823	Not DIU	0.67209	YES	1,2	126.89	141.75	86.02
LOC113269962	LOC113269962	DIU	0.0070248	NO		105.38	133.74	65.79
LOC113270188	LOC113270188	Not DIU	0.37901	NO		116.73	109.48	134.5
LOC113270362_NUMB	LOC113270362_NUMB	Not DIU	0.98977	NO		51.61	51.57	61.23
LOC113270375	LOC113270375	Not DIU	0.69546	NO		315.68	1172.67	711.15
LOC113270440	LOC113270440	Not DIU	0.99081	NO		158.46	244.27	57.92
LOC113270508	LOC113270508	Not DIU	0.50904	YES	1	11.9	38.34	12.84
LOC113270558	LOC113270558	Not DIU	0.53113	YES	3	33.44	39.76	48.92
LOC113270588	LOC113270588	Not DIU	0.97819	NO		99.21	107.23	86.01
LOC113270621	LOC113270621	Not DIU	0.24778	NO		119.34	98.5	123.11
LOC113270622	LOC113270622	Not DIU	0.75566	NO		81.79	73.01	42.26
LOC113270785	LOC113270785	Not DIU	0.59886	YES	1	41.15	47.8	68.66
LOC113270876	LOC113270876	Not DIU	0.95953	NO		134.33	135.53	153.27
LOC113271230	LOC113271230	Not DIU	0.90162	YES	3	461.2	484.85	386.38
LOC113271240	LOC113271240	Not DIU	0.16258	NO		114.94	117.44	130.31
LOC113271252	LOC113271252	Not DIU	0.81478	NO		110.14	90.65	266.85
LONP2	LONP2	Not DIU	0.16773	NO		845.22	955.43	725.24
LONRF1	LONRF1	Not DIU	0.93212	NO		105.61	111.75	103.85
LONRF3	LONRF3	Not DIU	0.20092	YES	2	307.7	329.7	307.57
LPCAT2	LPCAT2	DIU	0.0046163	YES	3	46.6	57.43	58.86
LPIN1	LPIN1	Not DIU	0.88125	NO		553.38	542.67	694.84
LPL	LPL	Not DIU	0.98227	NO		1591.4	3819.25	1587.18
LPP	LPP	Not DIU	0.89448	NO		386.76	307.43	398.34
LRBA	LRBA	Not DIU	0.098654	YES	3	596.04	608.62	597.82
LRCH3	LRCH3	DIU	2.7909E-4	YES	1	145.48	119.58	110.89
LRCH4	LRCH4	Not DIU	0.091664	YES	1,2	45.04	38.65	34.91
LRIG2	LRIG2	Not DIU	0.58093	NO		245.48	244.47	258.97
LRP1	LRP1	Not DIU	0.6977	NO		2571.72	1347.86	2018.19
LRP10	LRP10	Not DIU	0.64234	NO		237.63	208.27	226.58
LRP12	LRP12	Not DIU	0.73248	YES	3	57.64	51.07	53.81
LRP5	LRP5	DIU	0.022588	YES	3	169.18	139.04	156.4
LRP6	LRP6	Not DIU	0.61214	NO		749.03	577.93	535.46
LRPAP1	LRPAP1	Not DIU	0.90479	NO		162.89	127.74	192.46
LRPPRC	LRPPRC	Not DIU	0.94418	NO		5968.44	6527.45	4977.81
LRRC14B	LRRC14B	Not DIU	0.38507	NO		311.3	322.45	253.01
LRRC2	LRRC2	DIU	0.0082457	YES	1	3834.8	4524.88	3712.88
LRRC20	LRRC20	Not DIU	0.3772	NO		1010.87	1127.47	1042.33
LRRC28	LRRC28	Not DIU	0.077591	YES	1,2	560.37	637.4	583.48
LRRC39	LRRC39	Not DIU	0.50435	YES	1	2306.78	2940.85	2347.11
LRRC40	LRRC40	Not DIU	0.39671	YES	2,3	43.68	47.02	49.11
LRRC41	LRRC41	Not DIU	0.35711	YES	2	209.77	214.4	241.91
LRRC47	LRRC47	Not DIU	0.90354	NO		1130.56	1176.48	1487.94
LRRC57	LRRC57	DIU	8.1926E-10	NO		96.76	84.11	79.89
LRRC61	LRRC61	Not DIU	0.64732	NO		293.71	230.64	303.67
LRRC8A	LRRC8A	Not DIU	0.90034	NO		107.46	68.62	119.9
LRRCC1	LRRCC1	Not DIU	0.31525	YES	1,2	99.13	76.5	91.56
LRRFIP2	LRRFIP2	DIU	6.1579E-7	NO		1361.04	1428.72	1326.94
LRRK1	LRRK1	Not DIU	0.64842	NO		194.81	106.07	150.75
LRRK2	LRRK2	Not DIU	0.92438	NO		291.31	277.95	341.37
LRSAM1	LRSAM1	Not DIU	0.82725	NO		118.71	98.07	99.1
LSM10	LSM10	Not DIU	0.64775	YES	3	28.68	39.04	25.11
LSM14A	LSM14A	Not DIU	0.14847	NO		501.11	516.57	530.69
LSMEM1	LSMEM1	Not DIU	0.81341	NO		491.3	475.86	416.87
LSP1	LSP1	Not DIU	0.98327	NO		484.17	309.78	439.38
LTBP1	LTBP1	Not DIU	0.99441	NO		289.62	154.0	214.71
LTBP2	LTBP2	Not DIU	0.61944	NO		548.82	239.6	327.15
LTBP3	LTBP3	Not DIU	0.99945	YES	3	252.52	111.94	197.52
LTN1	LTN1	Not DIU	0.48375	YES	1,3	546.3	609.26	555.0
LUC7L	LUC7L	Not DIU	0.85042	NO		44.42	50.82	69.75
LUC7L3	LUC7L3	Not DIU	0.9951	NO		136.29	107.93	180.14
LUM	LUM	Not DIU	0.92017	NO		936.62	517.78	493.1
LYRM1	LYRM1	Not DIU	0.32415	NO		125.38	171.88	78.87
LYRM7	LYRM7	Not DIU	0.21963	YES	2	76.52	78.16	78.15
LYSMD1	LYSMD1	Not DIU	0.85997	NO		98.71	102.06	137.27
LYSMD2	LYSMD2	Not DIU	0.23448	NO		117.56	139.48	143.21
LYSMD4	LYSMD4	DIU	2.4631E-6	NO		123.55	110.96	153.72
LYVE1	LYVE1	Not DIU	0.61767	NO		70.21	37.6	74.71
LZIC	LZIC	Not DIU	0.44016	YES	1,2	158.05	166.53	177.22
LZTR1	LZTR1	Not DIU	0.65184	NO		298.65	268.69	248.91
MACF1	MACF1	Not DIU	0.56937	NO		3902.17	3190.13	3052.09
MAD1L1	MAD1L1	DIU	0.022775	YES	3	35.15	38.72	56.99
MADD	MADD	Not DIU	0.1926	NO		190.56	175.85	264.79
MAFK	MAFK	Not DIU	0.66799	NO		67.18	54.86	58.75
MAGED1	MAGED1	Not DIU	0.38737	NO		472.65	476.31	578.77
MAGED2	MAGED2	Not DIU	0.35586	NO		333.9	221.17	440.05
MAGI1	MAGI1	Not DIU	0.098319	NO		102.74	82.49	98.94
MAGI3	MAGI3	Not DIU	0.19025	NO		99.7	87.19	102.46
MAGT1	MAGT1	Not DIU	0.15043	NO		176.54	237.97	217.55
MAIP1	MAIP1	Not DIU	0.67966	YES	3	107.33	110.36	96.83
MAK16	MAK16	Not DIU	0.82437	NO		243.78	256.0	246.68
MALT1	MALT1	DIU	8.5325E-5	NO		58.77	52.54	51.62
MAN1A1	MAN1A1	Not DIU	0.51757	NO		306.64	208.28	199.43
MAN2A1	MAN2A1	Not DIU	0.99945	NO		59.9	46.63	49.47
MAN2A2	MAN2A2	Not DIU	0.65389	NO		1125.76	1122.66	1227.23
MAN2B1	MAN2B1	Not DIU	0.4776	NO		251.02	210.69	229.85
MANBA	MANBA	DIU	3.6042E-4	NO		209.11	181.7	186.05
MANBAL	MANBAL	Not DIU	0.21099	NO		206.41	206.86	181.91
MAOB	MAOB	Not DIU	0.89058	YES	2	83.41	45.18	114.42
MAP1A	MAP1A	Not DIU	0.99083	NO		478.67	297.96	398.18
MAP1LC3B	MAP1LC3B	Not DIU	0.47508	YES	1	613.75	720.03	622.91
MAP1S	MAP1S	Not DIU	0.87661	NO		77.05	66.0	85.98
MAP2K1	MAP2K1	Not DIU	0.72808	NO		344.29	332.77	327.46
MAP3K1	MAP3K1	DIU	0.030716	NO		112.91	80.71	106.83
MAP3K14	MAP3K14	Not DIU	0.29578	NO		101.92	65.49	132.64
MAP3K2	MAP3K2	DIU	0.011822	YES	2	324.24	260.21	371.86
MAP3K20	MAP3K20	Not DIU	0.1035	NO		7586.6	8551.38	9002.05
MAP3K3	MAP3K3	Not DIU	0.51426	NO		271.45	277.09	245.79
MAP3K4	MAP3K4	Not DIU	0.50736	NO		285.76	305.61	304.75
MAP3K7	MAP3K7	Not DIU	0.82895	NO		242.32	269.48	271.66
MAP3K7CL	MAP3K7CL	Not DIU	0.83235	NO		103.88	51.45	133.74
MAP4	MAP4	DIU	0.038277	NO		7973.45	7411.33	11507.85
MAP4K3	MAP4K3	Not DIU	0.99416	YES	3	266.87	296.31	362.65
MAP4K4	MAP4K4	Not DIU	0.057751	NO		1286.98	1166.93	1403.72
MAP7D3	MAP7D3	DIU	0.0014884	YES	1	162.14	125.29	169.53
MAPK12	MAPK12	Not DIU	0.87679	NO		1076.72	1358.28	813.33
MAPK1IP1L	MAPK1IP1L	Not DIU	0.29777	NO		453.92	477.77	568.63
MAPK3	MAPK3	Not DIU	0.9221	YES	3	237.83	226.19	282.01
MAPK6	MAPK6	Not DIU	0.79314	NO		658.89	705.73	658.88
MAPK8	MAPK8	Not DIU	0.702	YES	1,2	279.9	301.67	280.4
MAPK8IP1	MAPK8IP1	Not DIU	0.57823	NO		176.55	180.09	117.4
MAPK9	MAPK9	Not DIU	0.50461	NO		331.63	363.38	372.8
MAPKAP1	MAPKAP1	Not DIU	0.62305	NO		482.42	488.27	431.08
MAPKAPK3	MAPKAPK3	Not DIU	0.89945	NO		690.05	705.88	570.56
MAPKAPK5	MAPKAPK5	Not DIU	0.11656	YES	2	176.95	186.79	168.57
MAPRE2	MAPRE2	Not DIU	0.64137	NO		406.9	408.95	355.26
MARCH2	MARCH2	Not DIU	0.83863	NO		111.47	124.6	100.62
MARCH6	MARCH6	Not DIU	0.99441	NO		1794.6	1859.09	1793.96
MARCH7	MARCH7	Not DIU	0.82704	NO		943.53	1070.77	955.71
MARCH8	MARCH8	Not DIU	0.40056	NO		81.93	91.34	121.06
MARF1	MARF1	Not DIU	0.31123	NO		341.91	237.26	347.59
MARK2	MARK2	Not DIU	0.55024	YES	1	60.17	77.6	62.12
MARK3	MARK3	Not DIU	0.36586	NO		504.89	537.59	482.53
MARK4	MARK4	Not DIU	0.99312	NO		48.16	43.17	43.86
MASP1	MASP1	Not DIU	0.7663	NO		40.43	62.53	15.67
MAST2	MAST2	Not DIU	0.089832	NO		594.26	570.5	586.49
MAST4	MAST4	Not DIU	0.79695	NO		341.05	272.22	326.23
MAT2B	MAT2B	Not DIU	0.70805	NO		264.28	264.09	312.19
MATN2	MATN2	Not DIU	0.23819	NO		130.54	63.54	79.72
MAU2	MAU2	Not DIU	0.93522	YES	3	411.7	392.69	472.56
MAVS	MAVS	Not DIU	0.32577	YES	2	461.46	557.82	441.62
MAZ	MAZ	Not DIU	0.75024	NO		357.16	276.51	316.14
MBD1	MBD1	Not DIU	0.69936	NO		42.39	73.57	51.41
MBD3	MBD3	Not DIU	0.44893	NO		635.79	557.92	471.7
MBD4	MBD4	Not DIU	0.50314	NO		107.84	138.64	85.62
MBD5_LOC113250909	MBD5_LOC113250909	Not DIU	0.46269	YES	2	37.7	38.54	47.38
MBNL1	MBNL1	DIU	7.7192E-11	NO		3578.39	3687.57	3659.37
MBNL2	MBNL2	DIU	0.0016285	YES	3	1487.31	1545.05	1487.65
MBOAT1	MBOAT1	Not DIU	0.76094	YES	1	39.07	22.51	41.47
MBP	MBP	Not DIU	0.11842	YES	3	249.36	284.79	100.93
MBTD1	MBTD1	DIU	4.5963E-5	NO		150.27	149.37	183.6
MBTPS1	MBTPS1	Not DIU	0.23024	NO		269.52	209.59	260.38
MBTPS2	MBTPS2	Not DIU	0.22713	NO		64.15	73.64	72.17
MCAM	MCAM	Not DIU	0.7435	NO		380.5	260.37	236.08
MCC	MCC	Not DIU	0.63198	NO		120.32	101.03	142.91
MCCC1	MCCC1	Not DIU	0.42457	NO		226.67	302.86	158.09
MCFD2	MCFD2	Not DIU	0.36743	YES	3	167.74	187.16	178.34
MCM4	MCM4	Not DIU	0.79578	YES	1	36.34	42.77	46.39
MCM8	MCM8	Not DIU	0.61938	YES	1	31.44	29.35	34.41
MCMBP	MCMBP	Not DIU	0.81576	NO		218.63	220.31	202.36
MCOLN1	MCOLN1	Not DIU	0.59622	NO		108.27	130.75	116.94
MCPH1	MCPH1	Not DIU	0.51806	NO		44.49	48.94	47.4
MCRIP2	MCRIP2	DIU	0.0039958	NO		1140.46	1486.79	847.58
MCRS1	MCRS1	DIU	0.040575	NO		160.45	195.31	192.28
MCTS1	MCTS1	Not DIU	0.74901	NO		87.1	98.34	54.01
MCUR1	MCUR1	Not DIU	0.48469	NO		159.87	160.21	103.66
MDC1	MDC1	Not DIU	0.44345	YES	2,3	93.53	65.35	82.58
MDM2	MDM2	DIU	6.4121E-4	NO		893.24	1024.03	837.05
MDM4	MDM4	Not DIU	0.94717	NO		109.36	96.83	165.55
ME1	ME1	Not DIU	0.66727	YES	3	666.42	903.75	698.96
MEAF6	MEAF6	Not DIU	0.063594	YES	1	119.84	115.62	133.29
MECOM	MECOM	Not DIU	0.2875	YES	2	53.7	50.74	51.56
MECP2	MECP2	Not DIU	0.99441	NO		249.73	233.62	321.63
MECR	MECR	DIU	4.9006E-8	YES	2,3	141.51	184.67	113.12
MED1	MED1	Not DIU	0.63198	NO		389.91	362.66	368.82
MED10	MED10	Not DIU	0.17967	NO		146.13	181.88	171.18
MED11	MED11	Not DIU	0.72003	NO		116.38	112.4	95.26
MED14	MED14	Not DIU	0.71579	NO		284.84	187.33	208.53
MED15	MED15	Not DIU	0.18422	YES	1,3	91.17	92.61	125.39
MED16	MED16	Not DIU	0.50571	NO		111.68	138.17	132.81
MED17	MED17	Not DIU	0.99178	NO		83.08	95.3	78.44
MED18	MED18	Not DIU	0.44441	NO		92.42	107.88	110.85
MED22	MED22	Not DIU	0.79116	YES	2	241.97	242.39	252.06
MED24	MED24	Not DIU	0.3175	NO		191.72	159.62	159.47
MED25	MED25	Not DIU	0.50904	NO		191.58	212.36	247.8
MED26	MED26	Not DIU	0.22651	YES	1	62.26	89.82	92.39
MED29	MED29	Not DIU	0.94418	YES	3	149.13	148.55	145.32
MED4	MED4	Not DIU	0.49702	NO		119.05	127.84	128.02
MED7	MED7	Not DIU	0.4776	NO		90.69	95.07	93.81
MEF2A	MEF2A	DIU	5.7771E-14	NO		1125.99	1196.48	1289.89
MEF2C	MEF2C	DIU	0.020491	NO		3757.15	3229.86	4560.08
MEF2D	MEF2D	DIU	2.8702E-4	NO		259.4	252.57	289.75
MEGF10	MEGF10	Not DIU	0.072824	YES	2	300.45	359.79	209.8
MEMO1	MEMO1	Not DIU	0.7603	NO		418.41	439.85	329.69
MEOX2	MEOX2	Not DIU	0.75987	NO		151.43	103.05	112.01
MEPCE	MEPCE	Not DIU	0.96617	NO		319.97	279.45	446.21
MEST	MEST	Not DIU	0.98048	YES	2	44.45	23.93	27.96
MET	MET	Not DIU	0.66079	NO		365.26	399.53	405.52
METAP1	METAP1	Not DIU	0.99945	NO		572.95	681.7	535.39
METTL1	METTL1	Not DIU	0.76842	NO		46.31	51.01	72.59
METTL14	METTL14	Not DIU	0.67356	NO		147.9	182.39	131.04
METTL15	METTL15	Not DIU	0.58184	NO		131.8	121.19	50.59
METTL16	METTL16	DIU	0.0050994	NO		175.64	200.74	219.57
METTL21A	METTL21A	Not DIU	0.35598	YES	2,3	67.21	59.39	72.55
METTL24	METTL24	Not DIU	0.63111	NO		155.8	145.63	100.1
METTL25	METTL25	Not DIU	0.94689	NO		34.45	41.53	37.27
METTL26	METTL26	Not DIU	0.17524	NO		99.78	108.97	43.68
METTL27	METTL27	Not DIU	0.82437	NO		87.28	145.97	63.98
METTL3	METTL3	Not DIU	0.63773	NO		121.6	98.5	65.21
METTL6	METTL6	Not DIU	0.58864	YES	2	90.03	103.15	88.54
METTL8	METTL8	Not DIU	0.80293	YES	1	36.28	35.86	38.93
METTL9	METTL9	Not DIU	0.37656	NO		516.5	509.05	450.0
MFF	MFF	Not DIU	0.43597	NO		1611.1	1786.74	1769.33
MFGE8	MFGE8	Not DIU	0.4776	YES	1	624.18	437.34	609.72
MFN1	MFN1	Not DIU	0.99945	NO		702.47	797.44	605.43
MFN2	MFN2	Not DIU	0.49272	NO		2844.94	3137.69	2839.42
MFSD1	MFSD1	Not DIU	0.75227	YES	1	82.9	83.16	122.04
MFSD14A	MFSD14A	Not DIU	0.38661	NO		107.87	90.32	69.22
MFSD14B	MFSD14B	Not DIU	0.3175	YES	1	74.63	57.87	72.33
MFSD8	MFSD8	Not DIU	0.36586	NO		48.06	43.11	40.46
MGA	MGA	Not DIU	0.077944	NO		920.19	887.02	1091.0
MGAT5	MGAT5	DIU	0.016597	YES	2,3	39.4	34.56	41.48
MGLL	MGLL	Not DIU	0.74747	NO		1001.66	771.35	681.48
MGME1	MGME1	Not DIU	0.83123	NO		117.1	125.43	85.96
MGMT	MGMT	Not DIU	0.61273	NO		59.4	47.15	31.85
MGRN1	MGRN1	Not DIU	0.22765	NO		284.9	317.14	330.38
MIA2	MIA2	Not DIU	0.51321	NO		484.69	555.18	439.41
MIA3	MIA3	Not DIU	0.056905	NO		740.87	760.66	673.11
MIB1	MIB1	Not DIU	0.56487	YES	3	3354.81	3860.51	3083.61
MIB2	MIB2	Not DIU	0.054223	NO		157.57	151.17	112.81
MICU1	MICU1	Not DIU	0.69494	NO		896.02	1047.77	774.11
MICU2	MICU2	Not DIU	0.67966	NO		470.96	546.19	373.14
MICU3	MICU3	Not DIU	0.94525	NO		137.24	140.36	112.68
MID2	MID2	Not DIU	0.11205	NO		172.9	139.26	144.23
MIDN	MIDN	Not DIU	0.62764	YES	2	83.39	90.18	118.54
MIER1	MIER1	Not DIU	0.60903	NO		89.11	71.05	68.99
MIGA1	MIGA1	Not DIU	0.1108	NO		161.16	226.28	203.34
MINDY1	MINDY1	Not DIU	0.25416	YES	3	415.7	443.3	363.7
MINDY2	MINDY2	Not DIU	0.97436	NO		199.62	190.74	228.83
MINDY3	MINDY3	Not DIU	0.6977	NO		55.78	46.85	33.66
MINK1	MINK1	Not DIU	0.72439	NO		102.63	100.07	125.51
MIOS	MIOS	Not DIU	0.92515	YES	3	219.03	236.06	207.05
MIPEP	MIPEP	Not DIU	0.46269	NO		229.84	274.08	234.55
MIPOL1	MIPOL1	DIU	0.0050216	NO		39.27	43.71	47.03
MIS12	MIS12	Not DIU	0.67999	NO		32.04	33.55	43.89
MITF	MITF	Not DIU	0.63293	NO		806.64	975.73	938.43
MKKS	MKKS	Not DIU	0.70586	NO		587.66	625.16	540.02
MKLN1	MKLN1	DIU	3.549E-21	YES	1,2	636.91	705.45	605.88
MKNK1	MKNK1	Not DIU	0.50904	NO		57.44	71.75	83.02
MKRN1	MKRN1	Not DIU	0.18828	NO		489.47	494.37	537.4
MKRN2	MKRN2	DIU	0.0035324	YES	3	414.59	423.09	491.17
MLF1	MLF1	Not DIU	0.097186	NO		465.23	241.61	136.86
MLH1	MLH1	DIU	0.0010056	NO		189.92	181.38	205.19
MLH3	MLH3	Not DIU	0.57158	NO		155.03	155.67	167.39
MLIP	MLIP	DIU	0.0045479	YES	1,2	143.9	170.47	227.05
MLLT1	MLLT1	Not DIU	0.25909	NO		90.7	80.41	89.55
MLLT10	MLLT10	DIU	0.0059252	YES	2	146.69	169.34	181.89
MLST8	MLST8	Not DIU	0.7149	NO		168.18	196.56	145.22
MLX	MLX	DIU	0.030544	NO		347.88	375.61	270.69
MLXIP	MLXIP	Not DIU	0.89325	NO		595.5	473.89	558.92
MMAB	MMAB	Not DIU	0.10051	YES	1	142.11	136.4	133.13
MMACHC	MMACHC	DIU	0.0019726	NO		87.66	91.73	66.42
MMADHC	MMADHC	Not DIU	0.83482	NO		894.23	1077.38	871.42
MMD	MMD	Not DIU	0.37886	YES	2	10.93	13.52	46.94
MME	MME	Not DIU	0.44983	NO		719.34	792.3	521.03
MMGT1	MMGT1	Not DIU	0.63356	NO		152.37	141.91	126.91
MMRN2	MMRN2	Not DIU	0.25211	NO		137.51	84.1	96.89
MMS19	MMS19	DIU	7.1878E-5	NO		375.8	467.74	419.54
MOB1A	MOB1A	Not DIU	0.55285	NO		418.1	360.97	444.53
MOB1B	MOB1B	Not DIU	0.2103	YES	1	114.44	99.55	146.93
MOB3C	MOB3C	Not DIU	0.20915	YES	2	53.11	51.4	53.88
MOCS1	MOCS1	Not DIU	0.22663	NO		141.64	171.24	114.75
MOGAT1	MOGAT1	Not DIU	0.83025	NO		310.45	586.7	711.41
MOGS	MOGS	DIU	0.0016599	NO		70.83	61.44	66.86
MON2	MON2	Not DIU	0.70421	YES	3	312.11	336.12	339.52
MORC2	MORC2	DIU	0.017304	YES	3	126.24	129.5	142.01
MORC3	MORC3	Not DIU	0.094384	NO		423.5	399.49	516.7
MORC4	MORC4	Not DIU	0.75227	NO		63.44	35.39	52.96
MORF4L2	MORF4L2	Not DIU	0.64716	NO		956.51	1067.14	1046.67
MOSMO	MOSMO	Not DIU	0.57025	NO		115.49	119.02	145.82
